Entity,Code,Year,Poverty
Mongolia,MNG,2018,0.494517099
Montenegro,MNE,2005,0.228418403
Montenegro,MNE,2006,0
Montenegro,MNE,2007,0.360645065
Montenegro,MNE,2008,0.187791985
Montenegro,MNE,2009,0
Montenegro,MNE,2010,0
Montenegro,MNE,2011,0.211241748
Montenegro,MNE,2012,1.2642962
Montenegro,MNE,2013,1.038303633
Montenegro,MNE,2014,0
Montenegro,MNE,2015,1.421318299
Montenegro,MNE,2016,2.504603721
Montenegro,MNE,2017,3.369708662
Montenegro,MNE,2018,2.882811634
Morocco,MAR,1984,10.60943332
Morocco,MAR,1990,2.937276771
Morocco,MAR,1998,6.366716333
Morocco,MAR,2000,5.827486575
Morocco,MAR,2006,2.974436333
Morocco,MAR,2013,0.923188321
Mozambique,MOZ,1996,81.97079426
Mozambique,MOZ,2002,79.81404664
Mozambique,MOZ,2008,69.65290274
Mozambique,MOZ,2014,63.68098597
Myanmar,MMR,2015,4.765627434
Myanmar,MMR,2017,1.364025788
Namibia,NAM,1993,51.55974771
Namibia,NAM,2003,32.59264299
Namibia,NAM,2009,23.47462817
Namibia,NAM,2015,13.78939829
Nauru,NRU,2012,0.891888874
Nepal,NPL,1984,78.22689987
Nepal,NPL,1995,66.02922889
Nepal,NPL,2003,49.90263142
Nepal,NPL,2010,14.98875094
Netherlands,NLD,1983,0.458280173
Netherlands,NLD,1987,0.249448253
Netherlands,NLD,1990,0.95273079
Netherlands,NLD,1993,0.971405591
Netherlands,NLD,1999,0.202898304
Netherlands,NLD,2004,0.235875658
Netherlands,NLD,2005,0.148320041
Netherlands,NLD,2006,0.045792856
Netherlands,NLD,2007,0.028631331
Netherlands,NLD,2008,0.133608954
Netherlands,NLD,2009,0.110770101
Netherlands,NLD,2010,0.047438907
Netherlands,NLD,2011,0.096053095
Netherlands,NLD,2012,0.075842192
Netherlands,NLD,2013,0.08687879
Netherlands,NLD,2014,0.057712958
Netherlands,NLD,2015,0.052777186
Netherlands,NLD,2016,0.045917113
Netherlands,NLD,2017,0.188766229
Netherlands,NLD,2018,0.099795787
Netherlands,NLD,2019,0.095728705
Nicaragua,NIC,1993,21.77827702
Nicaragua,NIC,1998,15.79274554
Nicaragua,NIC,2001,17.55998939
Nicaragua,NIC,2005,16.01914119
Nicaragua,NIC,2009,7.417797566
Nicaragua,NIC,2014,3.408287921
Niger,NER,1992,78.54653564
Niger,NER,1994,81.62136518
Niger,NER,2005,75.27030633
Niger,NER,2007,72.35633926
Niger,NER,2011,50.63859179
Niger,NER,2014,45.39609138
Niger,NER,2018,41.35425171
Nigeria,NGA,1985,55.50463712
Nigeria,NGA,1992,58.56852503
Nigeria,NGA,1996,64.87584723
Nigeria,NGA,2003,55.93753312
Nigeria,NGA,2010,43.53782374
Nigeria,NGA,2012,42.48774438
Nigeria,NGA,2015,40.748761
Nigeria,NGA,2018,39.08520869
North Macedonia,MKD,1998,1.181069631
North Macedonia,MKD,2000,5.217662565
North Macedonia,MKD,2002,1.456554849
North Macedonia,MKD,2003,1.250735945
North Macedonia,MKD,2004,0.765934068
North Macedonia,MKD,2005,1.607562247
North Macedonia,MKD,2006,2.889900773
North Macedonia,MKD,2008,0.63659594
North Macedonia,MKD,2009,9.789037327
North Macedonia,MKD,2010,10.44822688
North Macedonia,MKD,2011,9.087074613
North Macedonia,MKD,2012,6.912791773
North Macedonia,MKD,2013,5.225698457
North Macedonia,MKD,2014,4.525774108
North Macedonia,MKD,2015,5.538925882
North Macedonia,MKD,2016,4.330195232
North Macedonia,MKD,2017,4.555062317
North Macedonia,MKD,2018,3.398556348
Norway,NOR,1979,0.227521223
Norway,NOR,1986,0.244875933
Norway,NOR,1991,0.239436635
Norway,NOR,1995,0.223568915
Norway,NOR,2000,0.235081829
Norway,NOR,2003,0.191241664
Norway,NOR,2004,0.264844873
Norway,NOR,2005,0.20196272
Norway,NOR,2006,0.130996374
Norway,NOR,2007,0.111966034
Norway,NOR,2008,0.226725491
Norway,NOR,2009,0.059271352
Norway,NOR,2010,0.150988138
Norway,NOR,2011,0.085772303
Norway,NOR,2012,0.117306812
Norway,NOR,2013,0.130435583
Norway,NOR,2014,0.112921229
Norway,NOR,2015,0.147783949
Norway,NOR,2016,0.250659774
Norway,NOR,2017,0.251493986
Norway,NOR,2018,0.254461298
Norway,NOR,2019,0.156533964
Pakistan,PAK,1987,64.11394068
Pakistan,PAK,1990,60.63177587
Pakistan,PAK,1996,18.28707104
Pakistan,PAK,1998,25.44144962
Pakistan,PAK,2001,28.23665598
Pakistan,PAK,2004,16.71347424
Pakistan,PAK,2005,16.64625581
Pakistan,PAK,2007,11.88622713
Pakistan,PAK,2010,7.363489824
Pakistan,PAK,2011,7.233249494
Pakistan,PAK,2013,5.720507769
Pakistan,PAK,2015,3.762289694
Pakistan,PAK,2018,3.588301903
Palestine,PSE,2004,0.750419618
Palestine,PSE,2005,0.728180659
Palestine,PSE,2006,0.31365531
Palestine,PSE,2007,1.473567201
Palestine,PSE,2009,0.296666226
Palestine,PSE,2010,0.174921165
Palestine,PSE,2011,0.189039682
Palestine,PSE,2016,0.828049078
Panama,PAN,1979,8.131357976
Panama,PAN,1989,23.92415383
Panama,PAN,1991,21.86823455
Panama,PAN,1995,16.27522164
Panama,PAN,1997,15.00759111
Panama,PAN,1998,15.1551622
Panama,PAN,1999,13.39096342
Panama,PAN,2000,12.25584795
Panama,PAN,2001,15.38264839
Panama,PAN,2002,11.0839741
Panama,PAN,2003,11.11434794
Panama,PAN,2004,10.12235526
Panama,PAN,2005,9.942421299
Panama,PAN,2006,10.5074894
Panama,PAN,2007,7.773456989
Panama,PAN,2008,5.214043252
Panama,PAN,2009,3.166969048
Panama,PAN,2010,4.4862238
Panama,PAN,2011,3.040324616
Panama,PAN,2012,4.122858783
Panama,PAN,2013,2.786487378
Panama,PAN,2014,3.510894227
Panama,PAN,2015,1.978922545
Panama,PAN,2016,2.195649874
Panama,PAN,2017,2.523109721
Panama,PAN,2018,1.703650224
Panama,PAN,2019,1.217728731
Papua New Guinea,PNG,1996,50.9068534
Papua New Guinea,PNG,2009,38.03236597
Paraguay,PRY,1990,1.045250561
Paraguay,PRY,1995,11.85208532
Paraguay,PRY,1997,10.3510901
Paraguay,PRY,1999,9.898870175
Paraguay,PRY,2001,8.552267088
Paraguay,PRY,2002,12.7567277
Paraguay,PRY,2003,7.788655772
Paraguay,PRY,2004,5.374691824
Paraguay,PRY,2005,5.847530563
Paraguay,PRY,2006,7.568824997
Paraguay,PRY,2007,7.435413007
Paraguay,PRY,2008,3.916612415
Paraguay,PRY,2009,5.436685646
Paraguay,PRY,2010,5.193764531
Paraguay,PRY,2011,4.627579832
Paraguay,PRY,2012,3.174784584
Paraguay,PRY,2013,1.676092473
Paraguay,PRY,2014,2.219048999
Paraguay,PRY,2015,1.709740844
Paraguay,PRY,2016,1.518427522
Paraguay,PRY,2017,0.887626599
Paraguay,PRY,2018,1.313046779
Paraguay,PRY,2019,0.949349781
Paraguay,PRY,2020,0.763594998
Peru,PER,1985,2.689431983
Peru,PER,1994,14.73095187
Peru,PER,1997,17.3489787
Peru,PER,1998,16.43825444
Peru,PER,1999,17.04066709
Peru,PER,2000,16.3558146
Peru,PER,2001,17.34735586
Peru,PER,2002,15.07595297
Peru,PER,2003,11.95407589
Peru,PER,2004,13.5515814
Peru,PER,2005,15.44084895
Peru,PER,2006,13.45308824
Peru,PER,2007,11.11438451
Peru,PER,2008,9.069934587
Peru,PER,2009,7.053443811
Peru,PER,2010,5.504722676
Peru,PER,2011,5.214890175
Peru,PER,2012,4.799849933
Peru,PER,2013,4.353123831
Peru,PER,2014,3.720301102
Peru,PER,2015,3.634325263
Peru,PER,2016,3.520882637
Peru,PER,2017,3.410177253
Peru,PER,2018,2.687767312
Peru,PER,2019,2.24516323
Peru,PER,2020,4.432615089
Philippines,PHL,1985,27.79319654
Philippines,PHL,1988,24.82527343
Philippines,PHL,1991,26.3183935
Philippines,PHL,1994,24.73112422
Philippines,PHL,1997,17.4205831
Philippines,PHL,2000,14.31957255
Philippines,PHL,2003,12.93934459
Philippines,PHL,2006,14.44711172
Philippines,PHL,2009,10.44965604
Philippines,PHL,2012,11.82541112
Philippines,PHL,2015,7.785622998
Philippines,PHL,2018,4.659349574
Poland,POL,1985,0.186966553
Poland,POL,1986,0.245606863
Poland,POL,1987,0.138148193
Poland,POL,1989,0.089329834
Poland,POL,1992,0.223611566
Poland,POL,1993,0.138148193
Poland,POL,1995,1.490153898
Poland,POL,1996,2.420406494
Poland,POL,1998,0.024206667
Poland,POL,1999,0.062142233
Poland,POL,2000,0.114363447
Poland,POL,2001,0.075502099
Poland,POL,2002,0.03914882
Poland,POL,2003,0.039411014
Poland,POL,2004,0.097891445
Poland,POL,2005,0.138061238
Poland,POL,2006,0.022598234
Poland,POL,2007,0.018101683
Poland,POL,2008,0.012630832
Poland,POL,2009,0.015364228
Poland,POL,2010,0
Poland,POL,2011,0.01667808
Poland,POL,2012,0.019103203
Poland,POL,2013,0.003894207
Poland,POL,2014,0.002294293
Poland,POL,2015,0
Poland,POL,2016,0.004540368
Poland,POL,2017,0
Poland,POL,2018,0.001892668
Poland,POL,2019,0
Portugal,PRT,2003,0.895896368
Portugal,PRT,2004,0.480640155
Portugal,PRT,2005,0.533292715
Portugal,PRT,2006,0.092665896
Portugal,PRT,2007,0.257713543
Portugal,PRT,2008,0.137252394
Portugal,PRT,2009,0.165896615
Portugal,PRT,2010,0.136459831
Portugal,PRT,2011,0.501351202
Portugal,PRT,2012,0.65542994
Portugal,PRT,2013,0.820291935
Portugal,PRT,2014,0.52743947
Portugal,PRT,2015,0.482394234
Portugal,PRT,2016,0.374637015
Portugal,PRT,2017,0.410495999
Portugal,PRT,2018,0.289628573
Portugal,PRT,2019,0.148720617
Romania,ROU,1989,0.266296387
Romania,ROU,1992,0.504285889
Romania,ROU,1994,7.552436523
Romania,ROU,1995,1.498728906
Romania,ROU,1997,1.996086771
Romania,ROU,1998,1.376507127
Romania,ROU,1999,4.390810661
Romania,ROU,2000,5.369290972
Romania,ROU,2001,3.832408847
Romania,ROU,2002,4.006035409
Romania,ROU,2003,2.587291575
Romania,ROU,2004,1.834033973
Romania,ROU,2005,1.445447358
Romania,ROU,2006,1.578805924
Romania,ROU,2007,0
Romania,ROU,2008,0
Romania,ROU,2009,0
Romania,ROU,2010,0
Romania,ROU,2011,0
Romania,ROU,2012,0
Romania,ROU,2013,0
Romania,ROU,2014,6.531065579
Romania,ROU,2015,4.557598192
Romania,ROU,2016,0
Romania,ROU,2017,3.072256214
Romania,ROU,2018,0
Romania,ROU,2019,2.041412215
Russia,RUS,1993,3.711311095
Russia,RUS,1996,4.823218124
Russia,RUS,1997,1.595461979
Russia,RUS,1998,2.382939566
Russia,RUS,1999,4.549118377
Russia,RUS,2000,3.092596445
Russia,RUS,2001,1.835456762
Russia,RUS,2002,1.069931162
Russia,RUS,2003,1.140155076
Russia,RUS,2004,1.039113644
Russia,RUS,2005,0.820023916
Russia,RUS,2006,0.463043757
Russia,RUS,2007,0.212211783
Russia,RUS,2008,0.097086193
Russia,RUS,2009,0.071077392
Russia,RUS,2010,0.087529299
Russia,RUS,2011,0.03983736
Russia,RUS,2012,0.034083027
Russia,RUS,2013,0.009683416
Russia,RUS,2014,0.021605947
Russia,RUS,2015,0.037681505
Russia,RUS,2016,0.029213405
Russia,RUS,2017,0.043294232
Russia,RUS,2018,0.031218831
Russia,RUS,2019,0.031180407
Russia,RUS,2020,0.010164272
Rwanda,RWA,2000,78.00210668
Rwanda,RWA,2005,69.12612072
Rwanda,RWA,2010,63.20037264
Rwanda,RWA,2013,57.89734689
Rwanda,RWA,2016,56.51602811
Rwanda - rural,,1984,64.30466806
Saint Lucia,LCA,1995,34.67940985
Saint Lucia,LCA,2016,4.580246193
Samoa,WSM,2002,2.044596352
Samoa,WSM,2008,0.620333645
Samoa,WSM,2013,1.139947943
Sao Tome and Principe,STP,2000,31.37912571
Sao Tome and Principe,STP,2010,34.59329354
Sao Tome and Principe,STP,2017,25.55690679
Senegal,SEN,1991,68.36891629
Senegal,SEN,1994,57.43259521
Senegal,SEN,2001,49.48776605
Senegal,SEN,2005,38.29408803
Senegal,SEN,2011,38.52779256
Senegal,SEN,2018,7.602273342
Serbia,SRB,2002,0.127998485
Serbia,SRB,2003,0.380461456
Serbia,SRB,2004,0.796668478
Serbia,SRB,2005,0.78774031
Serbia,SRB,2006,0.47052858
Serbia,SRB,2007,0.369309026
Serbia,SRB,2008,0.111986023
Serbia,SRB,2009,0.144501787
Serbia,SRB,2010,0.097779403
Serbia,SRB,2012,5.340190966
Serbia,SRB,2013,0.225479005
Serbia,SRB,2014,6.935420035
Serbia,SRB,2015,0.071719055
Serbia,SRB,2016,6.3563869
Serbia,SRB,2017,5.405214004
Serbia,SRB,2018,0.03704303
Serbia,SRB,2019,0.045231834
Seychelles,SYC,1999,0.758265089
Seychelles,SYC,2006,0.372481956
Seychelles,SYC,2013,1.152610134
Seychelles,SYC,2018,0.452685122
Sierra Leone,SLE,1989,72.89581055
Sierra Leone,SLE,2003,73.01610126
Sierra Leone,SLE,2011,54.67069152
Sierra Leone,SLE,2018,42.99102162
Slovakia,SVK,1992,0
Slovakia,SVK,1996,1.24421773
Slovakia,SVK,2004,0.075020547
Slovakia,SVK,2005,0.045546016
Slovakia,SVK,2006,0
Slovakia,SVK,2007,0
Slovakia,SVK,2008,0
Slovakia,SVK,2009,0
Slovakia,SVK,2010,0.495107889
Slovakia,SVK,2011,0.423860768
Slovakia,SVK,2012,0.313028364
Slovakia,SVK,2013,0.281499278
Slovakia,SVK,2014,0.629044565
Slovakia,SVK,2015,0.661759802
Slovakia,SVK,2016,1.331123208
Slovakia,SVK,2017,0.189512255
Slovakia,SVK,2018,0.169457073
Slovakia,SVK,2019,0.099994065
Slovenia,SVN,1987,0.016102295
Slovenia,SVN,1993,0.040511475
Slovenia,SVN,1997,0
Slovenia,SVN,1998,0.028306885
Slovenia,SVN,1999,0
Slovenia,SVN,2002,0
Slovenia,SVN,2003,0
Slovenia,SVN,2004,0.025957223
Slovenia,SVN,2005,0.093543999
Slovenia,SVN,2006,0.050460541
Slovenia,SVN,2007,0.032348869
Slovenia,SVN,2008,0
Slovenia,SVN,2009,0
Slovenia,SVN,2010,0.009157745
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0.026254447
Slovenia,SVN,2013,0.021756855
Slovenia,SVN,2014,0
Slovenia,SVN,2015,0.004852958
Slovenia,SVN,2016,0
Slovenia,SVN,2017,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Solomon Islands,SLB,2005,48.62968219
Solomon Islands,SLB,2012,24.65794899
Somalia,SOM,2017,68.61574593
South Africa,ZAF,1993,31.47637524
South Africa,ZAF,2000,34.77015719
South Africa,ZAF,2005,25.67752281
South Africa,ZAF,2008,16.74199246
South Africa,ZAF,2010,16.1724069
South Africa,ZAF,2014,18.69920667
South Asia,,1981,58.17930011
South Asia,,1982,57.81315246
South Asia,,1983,56.09849863
South Asia,,1984,54.50087501
South Asia,,1985,53.13107139
South Asia,,1986,52.3768794
South Asia,,1987,51.74790694
South Asia,,1988,50.41060885
South Asia,,1989,49.89153597
South Asia,,1990,49.519562
South Asia,,1991,48.86622982
South Asia,,1992,47.11878836
South Asia,,1993,45.98645317
South Asia,,1994,45.16239325
South Asia,,1995,43.32853978
South Asia,,1996,41.9850478
South Asia,,2002,39.6337742
South Asia,,2003,38.51359268
South Asia,,2004,36.79228544
South Asia,,2005,34.92872814
South Asia,,2006,33.51559435
South Asia,,2007,31.75343624
South Asia,,2008,30.38338942
South Asia,,2009,29.29095845
South Asia,,2010,26.11683205
South Asia,,2011,21.41961216
South Asia,,2012,19.68857552
South Asia,,2013,18.87590718
South Asia,,2014,17.92187611
South Asia,,2015,16.67861124
South Asia,,2016,15.77633515
South Asia,,2017,12.57485162
South Asia,,2018,9.966035843
South Asia,,2019,8.432238599
South Korea,KOR,2006,0.249442343
South Korea,KOR,2008,0.242759109
South Korea,KOR,2010,0.495899722
South Korea,KOR,2012,0.249280626
South Korea,KOR,2014,0.235642859
South Korea,KOR,2016,0.226665143
South Sudan,SSD,2009,44.87714019
South Sudan,SSD,2016,76.50378291
Spain,ESP,1980,0.496926791
Spain,ESP,1985,0.237315547
Spain,ESP,1990,0.494426503
Spain,ESP,1995,1.244829405
Spain,ESP,2000,0.487381555
Spain,ESP,2003,0.818737117
Spain,ESP,2004,0.841093843
Spain,ESP,2005,0.75842198
Spain,ESP,2006,0.769631769
Spain,ESP,2007,0.41055658
Spain,ESP,2008,0.530408224
Spain,ESP,2009,0.812904933
Spain,ESP,2010,0.682666381
Spain,ESP,2011,1.144436046
Spain,ESP,2012,0.948958839
Spain,ESP,2013,1.156779626
Spain,ESP,2014,0.840232
Spain,ESP,2015,0.941483474
Spain,ESP,2016,1.169434227
Spain,ESP,2017,0.687756833
Spain,ESP,2018,0.877457535
Spain,ESP,2019,0.794860928
Sri Lanka,LKA,1985,14.09409668
Sri Lanka,LKA,1990,9.301689544
Sri Lanka,LKA,1995,9.510782337
Sri Lanka,LKA,2002,8.760296536
Sri Lanka,LKA,2006,4.416729988
Sri Lanka,LKA,2009,2.833252282
Sri Lanka,LKA,2012,1.907302033
Sri Lanka,LKA,2016,0.945369144
Sub-Saharan Africa,,1990,55.07563781
Sub-Saharan Africa,,1991,56.8151464
Sub-Saharan Africa,,1992,58.32996052
Sub-Saharan Africa,,1993,59.71923852
Sub-Saharan Africa,,1994,60.23463545
Sub-Saharan Africa,,1995,59.662444
Sub-Saharan Africa,,1996,58.68600796
Sub-Saharan Africa,,1997,58.46703257
Sub-Saharan Africa,,1998,58.3842953
Sub-Saharan Africa,,1999,58.24989289
Sub-Saharan Africa,,2000,57.82693769
Sub-Saharan Africa,,2001,57.12982431
Sub-Saharan Africa,,2002,56.15809758
Sub-Saharan Africa,,2003,55.15023253
Sub-Saharan Africa,,2004,52.72574151
Sub-Saharan Africa,,2005,51.0837866
Sub-Saharan Africa,,2006,49.85326652
Sub-Saharan Africa,,2007,48.68353921
Sub-Saharan Africa,,2008,47.37936518
Sub-Saharan Africa,,2009,47.04798916
Sub-Saharan Africa,,2010,45.28043095
Sub-Saharan Africa,,2011,44.15232802
Sub-Saharan Africa,,2012,43.5147697
Sub-Saharan Africa,,2013,42.52108193
Sub-Saharan Africa,,2014,41.36691847
Sub-Saharan Africa,,2015,41.33638822
Sub-Saharan Africa,,2016,40.85742636
Sub-Saharan Africa,,2017,39.97746018
Sub-Saharan Africa,,2018,38.93355973
Sub-Saharan Africa,,2019,38.33151171
Sudan,SDN,2009,15.69981404
Sudan,SDN,2014,12.1639682
Suriname - urban,,1999,21.13341204
Sweden,SWE,1967,7.7401383
Sweden,SWE,1975,0.498986708
Sweden,SWE,1981,0.24968058
Sweden,SWE,1987,0.246255298
Sweden,SWE,1992,0.243513199
Sweden,SWE,1995,0.247249126
Sweden,SWE,2000,0
Sweden,SWE,2003,0.323709625
Sweden,SWE,2004,0.384269365
Sweden,SWE,2005,1.036495116
Sweden,SWE,2006,0.345483669
Sweden,SWE,2007,0.410839168
Sweden,SWE,2008,0.552794113
Sweden,SWE,2009,0.428063631
Sweden,SWE,2010,0.490842871
Sweden,SWE,2011,0.532460232
Sweden,SWE,2012,0.457002129
Sweden,SWE,2013,0.637083788
Sweden,SWE,2014,0.466076762
Sweden,SWE,2015,0.438251445
Sweden,SWE,2016,0.261452654
Sweden,SWE,2017,0.248349956
Sweden,SWE,2018,0.693378395
Sweden,SWE,2019,0.268518135
Switzerland,CHE,1982,0.697407075
Switzerland,CHE,1992,0.494562942
Switzerland,CHE,2000,0
Switzerland,CHE,2002,0
Switzerland,CHE,2006,0.046570357
Switzerland,CHE,2007,0.0208164
Switzerland,CHE,2008,0.068479605
Switzerland,CHE,2009,0.038057731
Switzerland,CHE,2010,0.048670206
Switzerland,CHE,2011,0.003111316
Switzerland,CHE,2012,0.008965495
Switzerland,CHE,2013,0.042183743
Switzerland,CHE,2014,0.032768064
Switzerland,CHE,2015,0.030542556
Switzerland,CHE,2016,0.034275332
Switzerland,CHE,2017,0
Switzerland,CHE,2018,0.030503981
Syria,SYR,1996,2.105334593
Syria,SYR,2003,0.899616841
Taiwan,TWN,1981,0
Taiwan,TWN,1986,0
Taiwan,TWN,1991,0
Taiwan,TWN,1995,0.247220525
Taiwan,TWN,1997,0
Taiwan,TWN,2000,0
Taiwan,TWN,2005,0
Taiwan,TWN,2007,0
Taiwan,TWN,2010,0
Taiwan,TWN,2013,0
Taiwan,TWN,2016,0
Tajikistan,TJK,1999,50.70492737
Tajikistan,TJK,2003,27.00710464
Tajikistan,TJK,2004,13.26891907
Tajikistan,TJK,2007,9.228641964
Tajikistan,TJK,2009,3.953321536
Tajikistan,TJK,2015,4.120718455
Tanzania,TZA,1991,72.32689077
Tanzania,TZA,2000,86.23008406
Tanzania,TZA,2007,60.2509562
Tanzania,TZA,2011,49.6379766
Tanzania,TZA,2018,49.36505667
Thailand,THA,1981,19.31766113
Thailand,THA,1988,14.04527832
Thailand,THA,1990,9.165595963
Thailand,THA,1992,6.555704708
Thailand,THA,1994,3.131199339
Thailand,THA,1996,2.183694468
Thailand,THA,1998,1.454577324
Thailand,THA,1999,2.537322038
Thailand,THA,2000,2.40171066
Thailand,THA,2002,1.110568559
Thailand,THA,2004,0.724548517
Thailand,THA,2006,0.677813131
Thailand,THA,2007,0.335700823
Thailand,THA,2008,0.138284088
Thailand,THA,2009,0.167989715
Thailand,THA,2010,0.132868787
Thailand,THA,2011,0.044067219
Thailand,THA,2012,0.056059999
Thailand,THA,2013,0.03922005
Thailand,THA,2014,0.032229663
Thailand,THA,2015,0.025625137
Thailand,THA,2016,0.027270742
Thailand,THA,2017,0.029847583
Thailand,THA,2018,0.024062225
Thailand,THA,2019,0.078892029
Thailand,THA,2020,0.043488006
Timor,TLS,2001,38.5255835
Timor,TLS,2007,37.39566708
Timor,TLS,2014,21.95826036
Togo,TGO,2006,56.54927473
Togo,TGO,2011,55.01920004
Togo,TGO,2015,51.14404182
Togo,TGO,2018,24.07772156
Tonga,TON,2000,2.535488538
Tonga,TON,2009,1.106823496
Tonga,TON,2015,0.95249028
Trinidad and Tobago,TTO,1988,0.431944611
Trinidad and Tobago,TTO,1992,3.195397949
Tunisia,TUN,1985,15.09487305
Tunisia,TUN,1990,10.72562988
Tunisia,TUN,1995,11.82404297
Tunisia,TUN,2000,6.014658203
Tunisia,TUN,2005,3.402460959
Tunisia,TUN,2010,2.002575326
Tunisia,TUN,2015,0.246184525
Turkey,TUR,1987,2.158007812
Turkey,TUR,1994,2.951306152
Turkey,TUR,2002,2.104415133
Turkey,TUR,2003,3.867458175
Turkey,TUR,2004,2.030029762
Turkey,TUR,2005,2.34066645
Turkey,TUR,2006,1.770227048
Turkey,TUR,2007,1.305338858
Turkey,TUR,2008,0.564947825
Turkey,TUR,2009,0.720389992
Turkey,TUR,2010,0.773769151
Turkey,TUR,2011,0.129527413
Turkey,TUR,2012,0.093060849
Turkey,TUR,2013,0.298105342
Turkey,TUR,2014,0.204682579
Turkey,TUR,2015,0.212372856
Turkey,TUR,2016,0.202716984
Turkey,TUR,2017,0.138647252
Turkey,TUR,2018,0.040396954
Turkey,TUR,2019,0.360609789
Turkmenistan,TKM,1998,49.81860158
Tuvalu,TUV,2010,3.26041725
Uganda,UGA,1989,58.27134515
Uganda,UGA,1992,64.43798346
Uganda,UGA,1996,63.40027203
Uganda,UGA,1999,67.45175344
Uganda,UGA,2002,65.57319018
Uganda,UGA,2005,57.03243782
Uganda,UGA,2009,45.31890048
Uganda,UGA,2012,35.73947708
Uganda,UGA,2016,41.34905026
Uganda,UGA,2019,40.99174812
Ukraine,UKR,1992,2.677740121
Ukraine,UKR,1993,1.131671509
Ukraine,UKR,1995,4.794199219
Ukraine,UKR,1996,5.025934538
Ukraine,UKR,1999,7.113071289
Ukraine,UKR,2002,1.509291287
Ukraine,UKR,2003,0.55721421
Ukraine,UKR,2004,0.459216189
Ukraine,UKR,2005,0.20970831
Ukraine,UKR,2006,0.096708673
Ukraine,UKR,2007,0.079173898
Ukraine,UKR,2008,0.009957771
Ukraine,UKR,2009,0.054822975
Ukraine,UKR,2010,0.002843001
Ukraine,UKR,2011,0
Ukraine,UKR,2012,0
Ukraine,UKR,2013,0
Ukraine,UKR,2014,0.006391669
Ukraine,UKR,2015,0.019662659
Ukraine,UKR,2016,0
Ukraine,UKR,2017,0.022941799
Ukraine,UKR,2018,0.009935224
Ukraine,UKR,2019,0
Ukraine,UKR,2020,0.019133458
United Arab Emirates,ARE,2013,0
United Kingdom,GBR,1969,0.234305565
United Kingdom,GBR,1974,0.237266685
United Kingdom,GBR,1979,0.224436178
United Kingdom,GBR,1986,0.744663242
United Kingdom,GBR,1991,0.240796754
United Kingdom,GBR,1994,0.246627261
United Kingdom,GBR,1995,0.24714141
United Kingdom,GBR,1996,0.246367195
United Kingdom,GBR,1997,0.247251132
United Kingdom,GBR,1998,0.245557442
United Kingdom,GBR,1999,0.24853189
United Kingdom,GBR,2000,0.248151377
United Kingdom,GBR,2001,0.23821339
United Kingdom,GBR,2002,0.242948246
United Kingdom,GBR,2003,0.247972883
United Kingdom,GBR,2004,0.371322964
United Kingdom,GBR,2005,0.523194099
United Kingdom,GBR,2006,0.197943923
United Kingdom,GBR,2007,0.266805213
United Kingdom,GBR,2008,0.29490337
United Kingdom,GBR,2009,0.172647618
United Kingdom,GBR,2010,0.140985317
United Kingdom,GBR,2011,0.378939072
United Kingdom,GBR,2012,0.168917547
United Kingdom,GBR,2013,0.159602324
United Kingdom,GBR,2014,0.187242746
United Kingdom,GBR,2015,0.147457278
United Kingdom,GBR,2016,0.205222786
United Kingdom,GBR,2017,0.298055449
United States,USA,1974,0.494082529
United States,USA,1979,0.499158378
United States,USA,1986,0.498987809
United States,USA,1991,0.49938721
United States,USA,1992,0.497899338
United States,USA,1993,0.499658555
United States,USA,1994,0.499792789
United States,USA,1995,0.49998137
United States,USA,1996,0.498785391
United States,USA,1997,0.749061645
United States,USA,1998,0.748834061
United States,USA,1999,0.748056213
United States,USA,2000,0.749595366
United States,USA,2001,0.749306928
United States,USA,2002,0.748915861
United States,USA,2003,0.997419733
United States,USA,2004,0.999882051
United States,USA,2005,0.999731811
United States,USA,2006,0.998909147
United States,USA,2007,0.999890444
United States,USA,2008,0.999749241
United States,USA,2009,0.999386019
United States,USA,2010,0.999726797
United States,USA,2011,0.99897617
United States,USA,2012,0.998479684
United States,USA,2013,0.995463915
United States,USA,2014,1.248946822
United States,USA,2015,1.249188105
United States,USA,2016,0.999391061
United States,USA,2017,1.249922877
United States,USA,2018,0.999791875
United States,USA,2019,0.999170522
Uruguay,URY,2006,0.471123905
Uruguay,URY,2007,0.331695541
Uruguay,URY,2008,0.18636962
Uruguay,URY,2009,0.204677066
Uruguay,URY,2010,0.152454101
Uruguay,URY,2011,0.115895023
Uruguay,URY,2012,0.151050247
Uruguay,URY,2013,0.163673284
Uruguay,URY,2014,0.1153892
Uruguay,URY,2015,0.131647469
Uruguay,URY,2016,0.075134267
Uruguay,URY,2017,0.05414765
Uruguay,URY,2018,0.055849955
Uruguay,URY,2019,0.099001315
Uruguay,URY,2020,0.184260158
Uruguay - urban,,1981,0
Uruguay - urban,,1989,0.579881081
Uruguay - urban,,1992,0.503521064
Uruguay - urban,,1995,0.447699035
Uruguay - urban,,1996,0.461699535
Uruguay - urban,,1997,0.538596552
Uruguay - urban,,1998,0.58103515
Uruguay - urban,,2000,0.506457023
Uruguay - urban,,2001,0.421951336
Uruguay - urban,,2002,0.514911376
Uruguay - urban,,2003,0.672971443
Uruguay - urban,,2004,0.804863992
